Mass-to-charge,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
761.748,1124,4601,358,14016,2046,562
761.7751,1277,5522,562,10126,1380,767
761.8023,1994,5318,919,8387,1738,1124
761.8294,2505,4090,1429,6595,3119,1685
761.8566,1635,3017,2401,4650,3887,2964
761.8837,1020,2197,2761,2656,2913,3733
761.9108,1432,1635,3478,2758,2301,3630
761.938,1789,1329,2505,2299,1226,2606
761.9651,2760,1176,1786,2249,920,2043
761.9923,2505,613,2860,1891,1073,714
762.0194,1942,408,5522,2147,1790,204
762.0466,816,715,9925,1585,2044,204
762.0737,920,1124,14125,1738,2405,102
762.1009,1327,817,12688,971,2403,0
762.128,2606,818,9924,306,2096,102
762.1552,3579,715,5369,153,1483,0
762.1823,4396,817,3015,819,1790,51
762.2095,3475,1584,1891,1279,2149,153
762.2366,2042,2147,1584,1226,2608,153
762.2638,1072,1892,2556,664,2608,51
762.2909,2094,1226,2967,306,2865,0
762.3181,2761,562,2302,0,2302,0
762.3452,3118,408,1072,153,1636,0
762.3724,2452,102,561,612,1227,0
762.3995,2404,255,408,1380,1945,0
762.4267,2250,972,306,1430,2148,0
762.4538,2096,1483,714,1327,2149,102
762.481,1123,971,919,1225,2045,204
762.5081,1226,306,664,816,2248,306
762.5353,1736,306,970,715,2709,204
762.5625,2401,459,1225,868,3684,102
762.5896,1636,357,971,1226,4093,0
762.6168,1533,306,921,2402,3529,0
762.6439,1482,204,664,3986,1788,102
762.6711,1586,153,306,5166,918,306
762.6982,1381,102,459,5523,663,255
762.7254,1021,255,766,5320,408,255
762.7526,663,306,919,3885,1073,153
762.7797,1124,204,919,3068,1893,51
762.8069,971,357,511,1583,1892,102
762.834,868,919,1482,918,1430,256
762.8612,920,1074,2146,969,1021,307
762.8884,766,1124,2146,1072,1687,409
762.9155,663,1073,1686,1175,2097,460
762.9427,919,1124,1687,715,1942,818
762.9699,970,664,1686,561,971,715
762.997,1226,307,1584,714,867,306
763.0242,1226,255,2093,562,1124,51
763.0513,1942,613,3783,919,1481,0
763.0785,1685,1022,5217,1124,1534,0
763.1057,1429,1125,4960,1891,1841,0
763.1328,1634,664,2556,1991,1279,0
763.16,2147,409,1482,1941,1124,0
763.1872,2044,0,1022,1430,613,0
763.2143,1533,0,766,919,408,0
763.2415,1584,102,306,562,153,102
763.2687,2043,357,306,408,817,102
763.2958,1429,511,460,511,1328,0
763.323,971,408,358,664,1586,0
763.3502,867,51,306,357,1226,0
763.3774,1226,153,510,868,1022,0
763.4045,1226,204,816,1328,1176,0
763.4317,1739,255,1074,1328,1840,0
763.4589,2352,102,1124,766,1994,0
763.486,2300,306,1278,1329,1993,0
763.5132,1584,358,1278,1635,1738,0
763.5404,1533,153,1074,1276,1686,0
763.5676,1380,51,868,1072,1533,0
763.5947,868,153,408,1329,2046,0
763.6219,562,306,255,1737,2097,0
763.6491,969,255,561,1685,1841,0
763.6763,1480,102,665,1020,1329,0
763.7034,2145,102,870,561,1534,51
763.7306,1531,306,358,510,1380,204
763.7578,970,459,306,663,969,307
763.785,1073,664,510,715,715,409
763.8122,1482,460,816,971,1227,664
763.8393,1379,255,868,920,1586,766
763.8665,1379,51,868,1431,1740,511
763.8937,561,0,459,1634,665,307
763.9209,510,51,511,2044,408,358
763.948,663,204,255,1840,715,204
763.9752,918,255,919,1175,1125,0
764.0024,1072,153,1583,817,972,0
764.0296,1482,255,1840,664,1021,204
764.0568,1380,409,2300,714,1329,715
764.084,1074,409,2402,1380,1738,767
764.1111,664,255,1685,1533,1380,256
764.1383,869,460,1582,1176,920,51
764.1655,1277,613,2402,459,868,0
764.1927,1634,511,3172,613,1074,204
764.2199,1327,306,2658,919,1533,204
764.2471,971,204,1277,1123,971,255
764.2743,459,357,970,715,716,255
764.3014,204,408,1431,1174,1483,409
764.3286,408,102,1430,1021,1841,204
764.3558,817,0,1330,1022,1739,0
764.383,1278,51,1124,1072,972,102
764.4102,1328,51,715,1533,1074,102
764.4374,867,255,306,2197,1738,102
764.4646,1226,460,255,2557,1840,0
764.4918,1533,562,459,2301,1226,0
764.519,1227,562,510,1429,919,51
764.5461,715,255,409,357,614,51
764.5733,868,0,561,561,715,0
764.6005,1276,0,766,1175,869,0
764.6277,1175,0,1123,1481,1176,0
764.6549,663,0,765,1277,1174,0
764.6821,409,102,561,1787,1126,0
764.7093,306,357,612,2145,971,0
764.7365,510,460,612,1480,970,51
764.7637,716,153,408,561,920,51
764.7909,1482,51,459,663,1021,0
764.8181,2198,102,510,867,1073,153
764.8453,2556,0,664,919,1483,256
764.8725,1532,51,562,919,1432,153
764.8997,561,204,562,920,1073,0
764.9269,306,255,663,765,408,0
764.9541,816,51,920,714,408,102
764.9813,919,0,1174,714,715,204
765.0085,1174,0,1277,817,614,153
765.0357,868,0,1125,868,510,153
765.0629,1072,102,766,1073,1073,204
765.0901,766,153,561,869,1688,51
765.1173,868,408,817,817,1637,0
765.1445,1635,409,459,715,919,0
765.1717,2301,408,204,614,1074,0
765.1989,1941,256,204,613,920,0
765.2261,1379,306,307,459,767,0
765.2533,766,204,358,765,664,0
765.2805,409,409,358,1328,663,0
765.3077,460,459,767,1737,919,0
765.3349,767,511,971,1789,1021,0
765.3621,664,306,613,1329,765,0
765.3893,817,307,408,1432,613,0
765.4165,1022,204,460,1021,971,0
765.4437,1175,408,562,1328,2148,0
765.4709,869,306,204,1788,2966,102
765.4981,816,409,51,2299,3427,204
765.5254,1072,256,409,2145,2863,153
765.5526,1431,204,1073,2505,1532,0
765.5798,1124,256,1431,2351,970,0
765.607,869,306,1431,1738,715,0
765.6342,511,204,1021,663,664,0
765.6614,511,357,971,918,920,0
765.6886,408,714,561,1378,971,204
765.7158,408,714,255,1431,972,460
765.743,306,612,460,918,869,409
765.7703,766,562,409,867,664,357
765.7975,1021,613,255,1123,408,409
765.8247,1124,357,460,1430,357,715
765.8519,971,255,613,1327,357,765
765.8791,1227,512,357,1431,357,969
765.9063,1432,716,255,1790,307,714
765.9335,1228,716,459,1431,561,255
765.9608,714,408,561,663,766,307
765.988,612,358,663,408,1227,563
766.0152,510,561,1123,817,1176,511
766.0424,971,613,1787,1635,1175,357
766.0696,869,613,1429,1531,1123,102
766.0969,767,510,1174,1839,1380,51
766.1241,664,510,869,1736,1534,153
766.1513,715,715,1073,1124,1279,204
766.1785,459,664,716,971,1125,51
766.2057,766,204,562,817,972,0
766.233,1225,102,971,817,869,0
766.2602,1532,153,1535,817,970,0
766.2874,1479,153,1329,408,919,0
766.3146,1377,408,766,561,970,102
766.3418,1021,459,408,1022,868,102
766.3691,1020,255,767,1431,767,102
766.3963,663,153,562,1687,971,0
766.4235,357,204,510,1993,1431,102
766.4507,459,102,613,1789,972,102
766.478,409,0,663,969,920,51
766.5052,511,0,102,408,1073,0
766.5324,664,51,204,715,1329,0
766.5596,1073,51,204,970,1073,0
766.5869,1329,51,153,1175,1174,0
766.6141,1278,204,102,1278,1381,0
766.6413,1431,255,511,1992,1739,102
766.6686,1483,307,562,1839,1688,204
766.6958,1176,358,409,1483,1226,153
766.723,561,153,204,715,563,0
766.7502,612,612,102,613,971,0
766.7775,1021,972,256,663,1330,51
766.8047,818,868,460,459,2097,51
766.8319,561,408,306,153,2198,0
766.8592,868,204,306,357,1995,51
766.8864,1482,255,663,1225,1584,51
766.9136,1892,817,1379,1584,1584,204
766.9409,1430,1176,1176,1381,1841,255
766.9681,816,869,1227,1125,1842,358
766.9953,715,357,1329,817,1073,307
767.0226,1533,307,1481,816,715,204
767.0498,1839,204,714,715,920,256
767.0771,2298,51,409,664,920,307
767.1043,2658,51,408,613,613,204
767.1315,3477,0,510,715,510,204
767.1588,2555,0,715,664,613,307
767.186,1582,51,767,970,562,255
767.2132,1429,0,459,1482,561,0
767.2405,1735,0,459,1380,920,0
767.2677,1531,0,459,663,1483,0
767.295,1225,0,612,1021,1687,102
767.3222,714,0,715,1380,971,204
767.3494,612,51,511,1481,766,102
767.3767,868,153,102,1328,869,0
767.4039,1072,102,153,1993,1176,0
767.4312,1430,0,408,2452,1073,0
767.4584,2197,0,613,2659,1175,0
767.4857,1840,0,562,1891,1686,102
767.5129,1532,0,511,1379,1738,204
767.5401,1327,0,664,1123,1175,256
767.5674,1276,0,818,2044,1176,102
767.5946,1277,102,665,2605,1022,102
767.6219,1686,102,562,2401,1942,153
767.6491,1533,153,562,2556,2506,102
767.6764,1481,204,306,3781,3018,51
767.7036,1277,306,204,4858,2609,102
767.7309,1328,511,460,5625,2761,102
767.7581,1533,766,511,3171,2095,51
767.7854,2250,1125,255,1992,2097,255
767.8126,2351,868,102,1892,1278,357
767.8399,1993,511,102,2351,1124,306
767.8671,1330,255,153,2247,817,255
767.8944,1177,306,408,1991,869,357
767.9216,1431,255,766,1329,919,306
767.9489,1737,357,714,1687,971,153
767.9761,1788,562,562,2043,1125,51
768.0034,2146,868,1584,3016,1586,255
768.0306,2045,562,1993,2811,1176,409
768.0579,1789,306,1941,1944,818,306
768.0851,1941,51,1379,1533,664,153
768.1124,2351,0,1072,1584,1176,256
768.1396,1635,153,1074,1738,1226,204
768.1669,1379,255,1482,1379,1123,51
768.1942,1020,459,1226,1021,1022,0
768.2214,1175,408,1073,1480,1329,0
768.2487,817,153,1021,1531,1534,153
768.2759,664,102,715,1837,1585,256
768.3032,919,0,358,1123,1430,153
768.3304,1276,51,204,562,1584,0
768.3577,1124,204,357,817,1533,0
768.385,1429,256,613,1327,1431,0
768.4122,1329,51,511,1072,1533,51
768.4395,1123,51,357,1072,1838,0
768.4667,714,51,255,970,1737,0
768.494,663,102,408,1022,1584,0
768.5213,1022,255,868,868,1585,0
768.5485,1329,408,1328,1226,1585,0
768.5758,970,408,1073,2096,1226,0
768.6031,408,459,1277,3833,1022,0
768.6303,408,408,1277,3323,921,0
768.6576,1175,409,1124,2659,869,0
768.6849,1329,408,867,1738,306,0
768.7121,1327,358,1225,1635,612,0
768.7394,919,460,1123,1889,869,0
768.7667,1224,408,869,2249,1637,0
768.7939,1839,357,868,2249,2199,0
768.8212,1942,715,766,2094,2454,51
768.8485,1482,919,919,1481,2403,102
768.8757,1021,714,817,1636,2199,51
768.903,562,51,818,1533,1533,102
768.9303,612,102,1125,1174,1023,153
768.9575,970,102,1636,663,971,0
768.9848,1840,306,2506,1532,818,0
769.0121,1891,153,2300,1532,1074,204
769.0393,1687,51,1737,1634,1125,408
769.0666,1890,255,816,1020,1380,255
769.0939,3168,357,612,919,1789,0
769.1212,3220,204,459,919,1791,0
769.1484,2811,102,306,970,1381,102
769.1757,1225,102,766,459,971,204
769.203,714,204,1381,408,1124,204
769.2303,816,256,868,613,1535,51
769.2575,1071,256,714,920,1535,0
769.2848,1532,306,1123,663,1227,0
769.3121,2300,920,1481,1124,1534,0
769.3394,1891,1125,1072,1430,1892,0
769.3666,1685,511,1227,1635,2198,0
769.3939,1684,0,1432,1379,2199,153
769.4212,1635,0,971,1482,2301,357
769.4485,1073,0,408,1226,2046,255
769.4757,612,102,663,1532,1737,204
769.503,918,255,714,1431,1633,357
769.5303,1531,409,561,1327,1992,613
769.5576,1430,256,255,1379,2044,460
769.5849,1840,204,255,2197,2149,153
769.6121,2045,357,561,2657,1893,51
769.6394,2300,511,561,4038,1839,153
769.6667,1993,512,510,4243,1943,102
769.694,1584,614,715,3834,1738,0
769.7213,919,562,767,3887,1381,51
769.7486,817,562,562,3578,1175,255
769.7758,1431,459,357,2196,664,409
769.8031,1737,970,204,1636,510,767
769.8304,1532,1583,255,1840,408,869
769.8577,1892,1788,204,1736,511,1024
769.885,2299,1124,408,1431,868,612
769.9123,2146,1074,1073,1686,1227,306
769.9396,1482,869,1531,1685,1278,511
769.9668,1278,972,2093,1226,1074,614
769.9941,919,767,1840,1072,664,357
770.0214,1176,357,1891,1123,357,255
770.0487,1329,306,2300,1124,102,204
770.076,1482,561,3426,2250,408,51
770.1033,1635,817,3118,3170,561,0
770.1306,2095,971,2403,2966,612,153
770.1579,1635,460,1635,1635,613,307
770.1852,1481,409,1277,867,1072,409
770.2125,1021,510,663,255,969,153
770.2397,1073,1022,867,357,715,0
770.267,919,971,1072,766,408,0
770.2943,1124,767,970,1686,307,102
770.3216,1429,204,970,1277,460,204
770.3489,1889,51,1175,919,766,153
770.3762,1942,51,868,715,919,0
770.4035,1635,0,664,918,1226,255
770.4308,817,0,306,1226,1483,512
770.4581,511,0,102,1737,1994,357
770.4854,766,0,204,1431,2303,0
770.5127,1431,51,460,1123,2558,0
770.54,2096,255,460,971,2915,51
770.5673,1942,715,409,1431,3173,102
770.5946,1225,921,306,2401,2251,51
770.6219,664,1175,408,3475,1894,102
770.6492,153,817,460,3627,1586,204
770.6765,204,868,562,3681,1432,306
770.7038,408,920,613,3219,1125,256
770.7311,460,970,714,3067,920,460
770.7584,255,511,1074,2199,1175,460
770.7857,153,204,1021,1482,1277,357
770.813,408,153,460,1226,1226,357
770.8403,1073,409,153,765,1124,408
770.8676,1176,357,255,714,869,306
770.8949,1073,408,408,1329,919,102
770.9222,1073,204,510,1532,919,0
770.9495,1125,102,459,1481,970,0
770.9768,868,255,459,867,1176,51
771.0041,766,357,1073,663,1022,204
771.0314,1072,255,1379,1226,971,255
771.0587,1994,255,1378,1585,920,255
771.0861,2913,307,766,1379,612,102
771.1134,3936,460,817,919,716,0
771.1407,4652,204,1276,663,818,0
771.168,4856,0,1941,612,1074,0
771.1953,3937,51,1379,869,818,0
771.2226,3835,0,970,1380,357,0
771.2499,3118,102,459,1175,817,0
771.2772,3272,102,510,918,1123,51
771.3045,3068,255,664,613,1073,102
771.3318,3323,562,920,1226,1483,204
771.3592,2302,562,971,1687,1893,153
771.3865,1788,460,715,1994,2456,204
771.4138,1430,255,511,1838,3221,204
771.4411,1634,358,409,1788,4247,255
771.4684,2248,665,255,1940,5168,153
771.4957,1993,1125,255,2453,4961,153
771.523,1584,716,204,2043,3426,306
771.5504,1737,204,409,3066,2608,512
771.5777,1379,102,919,4344,2045,306
771.605,1431,306,1483,5832,1738,51
771.6323,1328,714,1022,7570,1380,0
771.6596,1328,1277,665,8953,1329,0
771.6869,1533,1328,867,7261,1329,0
771.7143,1431,1226,1431,4960,1226,0
771.7416,562,562,1022,2963,562,0
771.7689,255,920,612,1992,511,409
771.7962,255,1329,511,2246,1482,972
771.8235,562,1329,716,3321,2353,1329
771.8509,663,920,408,3271,1636,561
771.8782,561,766,153,2862,868,459
771.9055,102,765,561,2453,460,613
771.9328,153,970,1633,2759,613,613
771.9601,255,510,2709,2556,664,204
771.9875,919,306,4142,2402,1227,102
772.0148,1788,357,5318,1073,1329,204
772.0421,2403,663,7365,1124,1277,51
772.0694,1685,816,6391,1227,971,51
772.0968,1788,715,4705,1584,716,51
772.1241,1991,358,3067,1124,715,102
772.1514,2300,204,2351,664,715,51
772.1788,1378,51,1021,817,510,0
772.2061,1276,102,306,818,612,0
772.2334,1891,307,561,561,766,0
772.2607,2606,972,817,663,1124,0
772.2881,2809,1382,765,613,2045,0
772.3154,3116,1227,870,971,2814,0
772.3427,2760,358,612,1174,2506,102
772.3701,2964,204,459,1481,2096,358
772.3974,2301,460,459,1481,1994,562
772.4247,2300,563,408,1327,2146,511
772.452,1787,256,255,1174,3067,153
772.4794,1532,51,204,918,3783,0
772.5067,1430,204,357,714,3222,0
772.534,1226,357,561,1124,2659,0
772.5614,765,307,613,1686,1791,0
772.5887,869,204,716,2401,1278,255
772.616,715,51,459,2605,971,408
772.6434,408,153,459,3015,919,510
772.6707,613,357,663,2863,1022,153
772.6981,1022,612,817,2965,1378,51
772.7254,868,612,510,2451,1788,0
772.7527,1022,714,358,2248,1686,0
772.7801,920,816,612,1839,1380,0
772.8074,715,1124,510,1889,1686,102
772.8347,306,970,408,1583,1226,306
772.8621,408,714,766,2400,767,511
772.8894,357,357,920,2913,409,562
772.9168,612,306,867,3170,408,561
772.9441,1123,204,766,2197,1123,409
772.9714,1483,102,1534,1431,1278,357
772.9988,1381,102,2354,1022,970,256
773.0261,1227,102,2403,1226,920,153
773.0535,1584,102,1840,1176,766,0
773.0808,1582,0,2452,1226,1124,0
773.1081,1379,51,2557,970,2097,0
773.1355,1941,204,2146,1021,2455,0
773.1628,2657,307,1736,1073,1892,51
773.1902,3270,204,1328,1124,1330,51
773.2175,2913,204,765,918,869,0
773.2449,2606,306,255,919,1073,0
773.2722,1532,204,255,817,817,0
773.2996,1073,102,613,868,970,0
773.3269,1021,307,818,613,765,0
773.3543,1890,460,1176,1021,818,0
773.3816,2403,510,1021,1379,1278,0
773.409,2916,614,613,1481,2302,0
773.4363,2094,766,459,1532,3325,0
773.4637,1686,562,357,1737,3837,0
773.491,1327,459,255,1840,4091,0
773.5184,1991,459,153,1890,5680,0
773.5457,1942,408,766,1992,6190,0
773.5731,2044,306,1482,2605,4859,0
773.6004,2096,306,1277,2965,3117,0
773.6278,2045,204,868,3578,2710,51
773.6551,1175,102,715,4702,2505,51
773.6825,715,204,665,7571,2607,0
773.7098,1073,204,562,9464,2148,0
773.7372,1023,306,357,9313,1994,0
773.7645,869,408,102,4858,1380,0
773.7919,921,715,204,2043,1228,204
773.8192,1124,664,102,1175,766,408
773.8466,970,969,153,1277,869,561
773.874,664,1788,511,918,1431,358
773.9013,766,2198,1329,1328,1688,511
773.9287,919,1226,1175,1379,1125,765
773.956,1635,716,1381,1379,614,919
773.9834,2043,358,1635,1328,153,306
774.0107,2300,459,2402,1226,255,0
774.0381,1584,408,2504,409,459,0
774.0655,1073,357,3528,511,1021,0
774.0928,612,204,4397,869,971,0
774.1202,1072,357,4908,1176,1022,0
774.1476,1481,561,2915,766,919,0
774.1749,2147,766,2148,460,1124,0
774.2023,1429,663,1480,204,868,0
774.2296,1226,409,1276,153,766,0
774.257,1431,409,868,460,766,153
774.2844,1840,409,817,868,1329,204
774.3117,1584,358,867,816,1891,102
774.3391,612,306,1275,868,2147,51
774.3665,459,204,816,561,971,102
774.3938,1328,408,511,613,1174,102
774.4212,1585,408,716,459,1073,51
774.4486,1686,409,869,919,1533,0
774.4759,767,256,255,1480,1584,51
774.5033,765,51,306,1890,1635,204
774.5307,1482,51,716,1837,2045,102
774.558,2095,153,613,1838,1840,51
774.5854,1583,204,357,1379,920,0
774.6128,1124,408,714,1736,1176,0
774.6401,766,459,714,1840,1687,0
774.6675,459,408,408,2505,2046,0
774.6949,357,306,204,2913,1585,0
774.7223,714,408,153,2913,715,0
774.7496,868,255,204,1993,818,0
774.777,1379,255,255,1788,1533,0
774.8044,1583,613,153,1123,1739,153
774.8318,1532,1175,204,1022,1482,153
774.8591,1277,970,306,766,868,408
774.8865,1380,1022,306,767,459,664
774.9139,1225,869,357,869,612,613
774.9413,1022,971,817,715,920,460
774.9686,868,767,1175,663,612,409
774.996,459,511,1275,970,409,511
775.0234,204,153,1226,1123,408,307
775.0508,562,0,1687,1534,664,51
775.0781,970,204,2197,1534,869,51
775.1055,1175,409,2300,1636,972,0
775.1329,1328,409,1686,1278,1074,102
775.1603,1276,204,919,1176,1176,409
775.1877,1787,51,766,970,1176,409
775.215,2709,0,1739,972,1124,255
775.2424,2350,51,2096,664,817,153
775.2698,1736,204,1687,818,818,204
775.2972,1328,357,562,1022,970,0
775.3246,1378,612,306,1380,1124,0
775.3519,1430,613,459,1227,1482,0
775.3793,1430,665,715,919,1790,0
775.4067,1329,409,919,561,1533,51
775.4341,1686,357,919,816,1329,51
775.4615,1226,613,613,1432,1278,0
775.4889,1022,460,358,2146,1278,0
775.5163,1328,306,255,2299,920,51
775.5436,1940,459,613,2248,1124,0
775.571,1889,306,766,1789,1227,0
775.5984,1175,51,459,1839,1022,0
775.6258,459,51,204,1788,409,0
775.6532,511,0,460,1890,102,0
775.6806,765,102,357,1789,153,0
775.708,613,153,408,1634,460,306
775.7354,868,204,561,1736,664,817
775.7627,970,663,715,1889,1227,869
775.7901,1226,1022,869,1839,1533,307
775.8175,1329,920,511,1941,2045,102
775.8449,1327,255,255,1687,1226,357
775.8723,612,204,664,1175,613,817
775.8997,306,0,562,818,460,767
775.9271,357,51,255,766,664,613
775.9545,306,51,357,817,1279,255
775.9819,306,102,664,1023,1841,0
776.0093,612,102,613,971,1891,0
776.0367,869,51,970,818,1686,0
776.0641,664,0,714,561,1788,0
776.0915,460,51,1327,869,1584,51
776.1189,613,306,1327,920,920,102
776.1463,869,459,1276,1175,818,51
776.1737,766,561,765,920,408,153
776.2011,613,561,459,663,765,408
776.2285,561,357,255,816,765,563
776.2559,1380,0,562,1533,918,357
776.2833,1225,0,818,1583,817,0
776.3107,766,102,869,1071,1072,0
776.3381,306,51,459,919,460,0
776.3655,358,0,766,918,204,0
776.3929,306,0,869,816,562,0
776.4203,204,0,716,766,971,0
776.4477,153,51,204,766,715,0
776.4751,204,408,0,868,409,0
776.5025,459,716,255,817,102,0
776.5299,561,767,357,1123,51,0
776.5573,612,358,714,1634,51,0
776.5847,715,51,1226,2400,255,0
776.6121,715,51,1380,2042,919,0
776.6395,612,153,1175,1532,1585,0
776.6669,408,460,459,1532,1381,0
776.6943,562,511,460,2352,920,0
776.7217,1328,357,767,2554,459,0
776.7491,1687,409,920,1891,562,102
776.7765,1175,306,459,868,511,307
776.8039,715,204,409,459,715,409
776.8313,817,204,255,562,869,511
776.8588,1020,153,255,664,1176,460
